DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240704520,01/13/2024 12:00:00 AM,01/12/2024 12:00:00 AM,2100,07,Wilshire,0783,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2400 S  MARVIN                       AV,,34.0356,-118.3638
241705377,01/13/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1200,17,Devonshire,1729,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1300 1310 2000 1813 0416,34,F,H,110,FREEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,BALBOA                       BL,RONALD REAGA                 FY,34.2757,-118.5144
240204638,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1045,02,Rampart,0231,1,310,BURGLARY,1822 1607 0344 0352 0329,74,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,100 N  DILLON                       ST,,34.0722,-118.2831
240604558,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1730,06,Hollywood,0663,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200    CHEROKEE                     AV,,34.0926,-118.3352
241704645,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,0656,17,Devonshire,1775,2,354,THEFT OF IDENTITY,1822 0930,39,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,17100    GLEDHILL                     ST,,34.2424,-118.5054
240704618,01/16/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1500,07,Wilshire,0735,1,330,BURGLARY FROM VEHICLE,0386 1608,29,M,B,101,STREET,,,IC,Invest Cont,330,,,,5300    WILSHIRE                     BL,,34.0622,-118.344
240604552,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1115,06,Hollywood,0666,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1400    VINE                         ST,,34.0962,-118.3266
240904398,01/13/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1330,09,Van Nuys,0971,2,946,OTHER MISCELLANEOUS CRIME,1501,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,4600    NORWICH                      AV,,34.1538,-118.4607
240904388,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,2020,09,Van Nuys,0909,1,210,ROBBERY,1822 0370 0916 0354 1300 0302 0334 0344 0330,28,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,7200    WOODMAN                      AV,,34.2012,-118.4312
240204772,01/16/2024 12:00:00 AM,01/12/2024 12:00:00 AM,0900,02,Rampart,0218,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,PARK                         AV,LOGAN,34.0754,-118.2595
240204793,01/16/2024 12:00:00 AM,01/12/2024 12:00:00 AM,0600,02,Rampart,0233,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0446,18,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,100 S  LA FAYETTE PARK              PL,,34.0703,-118.2786
240604571,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1800,06,Hollywood,0636,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1300 0400 0416 0447,24,F,B,210,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,6500    HOLLYWOOD                    BL,,34.1034,-118.3325
240604573,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,0020,06,Hollywood,0663,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 0400 0416,42,M,B,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,LA BREA,WILLOUGHBY,34.0871,-118.3441
240904464,01/15/2024 12:00:00 AM,01/12/2024 12:00:00 AM,0100,09,Van Nuys,0939,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0360 0421,47,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,930,,,,6000    ETHEL                        AV,,34.1794,-118.4181
240604594,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1500,06,Hollywood,0645,2,624,BATTERY - SIMPLE ASSAULT,2004 0400 0416,36,M,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7000 W  SUNSET                       BL,,34.098,-118.3416
240204632,01/13/2024 12:00:00 AM,01/12/2024 12:00:00 AM,2200,02,Rampart,0246,2,624,BATTERY - SIMPLE ASSAULT,1210 1202 0913 0400,92,M,A,510,NURSING/CONVALESCENT/RETIREMENT HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 S  ALVARADO                     ST,,34.063,-118.2727
240904395,01/13/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1030,09,Van Nuys,0963,1,310,BURGLARY,0358 0352 1202 1414 0321 0344 1609,63,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,14700    HESBY                        ST,,34.1621,-118.4531
240204641,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,0900,02,Rampart,0205,1,310,BURGLARY,1822 0344 1601,58,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,900 N  VENDOME                      ST,,34.0823,-118.2755
240604980,01/20/2024 12:00:00 AM,01/12/2024 12:00:00 AM,0828,06,Hollywood,0636,2,354,THEFT OF IDENTITY,1822 1501,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6600    YUCCA                        ST,,34.1032,-118.3334
240204629,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1625,02,Rampart,0249,2,624,BATTERY - SIMPLE ASSAULT,1822 0444,25,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH                          ST,ST PAUL,34.0535,-118.2608
241704525,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0220,17,Devonshire,1764,1,310,BURGLARY,0202 0216 0329 1609,0,X,X,220,NAIL SALON,,,IC,Invest Cont,310,,,,9300    CORBIN                       AV,,34.2391,-118.5623
240204661,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0230,02,Rampart,0275,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 1817 1501,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,1600 W  OLYMPIC                      BL,,34.0492,-118.2742
240704518,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1520,07,Wilshire,0735,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 1822 0104,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,5400    WILSHIRE                     BL,,34.0633,-118.3473
240204655,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1522,02,Rampart,0217,1,310,BURGLARY,0216 0202 1822 0344 1609 0329 0206 0352,0,X,X,717,HEALTH SPA/GYM,,,IC,Invest Cont,310,,,,1000 N  ALVARADO                     ST,,34.0763,-118.2643
240204634,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0830,02,Rampart,0261,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0448,64,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,2200 W  8TH                          ST,,34.0554,-118.2789
240204633,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0500,02,Rampart,0246,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0444,48,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
241704637,01/15/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1030,17,Devonshire,1701,1,330,BURGLARY FROM VEHICLE,1609 0329 1300 0216 0209 0344,41,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,19700    RINALDI                      ST,,34.2749,-118.5621
240904428,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1500,09,Van Nuys,0909,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,13600    CANTLAY                      ST,,34.2022,-118.4288
240704516,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1520,07,Wilshire,0735,2,624,BATTERY - SIMPLE ASSAULT,0356 1822,53,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5400    WILSHIRE                     BL,,34.0633,-118.3473
240704725,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1931,07,Wilshire,0722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,417,THE BEVERLY CONNECTION,,,IC,Invest Cont,442,,,,8400    BEVERLY                      BL,,34.0761,-118.3732
240704511,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0530,07,Wilshire,0701,1,310,BURGLARY,1609 0358 0344 0342 1822 1309,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,8400    MELROSE                      PL,,34.0835,-118.3734
240604580,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0800,06,Hollywood,0666,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038,37,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,901,,,,6200 W  SUNSET                       BL,,34.098,-118.3237
240204663,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2320,02,Rampart,0245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1817 0416 0913 0446 0428 0401,31,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230,,,,2500 W  4TH                          ST,,34.0642,-118.2771
240204599,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0050,02,Rampart,0216,1,210,ROBBERY,1822 0342 0312 1310 1302 0344 0400,27,F,W,101,STREET,113,SIMULATED GUN,IC,Invest Cont,210,510,,,PARK VIEW                    ST,TEMPLE                       ST,34.0721,-118.2723
240204616,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1020,02,Rampart,0291,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 1309 0104 0334 0302 0432,35,M,O,401,MINI-MART,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,1200 W  WASHINGTON                   BL,,34.0444,-118.2827
241704546,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2345,17,Devonshire,1735,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1609 0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,10700    BALBOA                       BL,,34.2684,-118.5149
241704708,01/17/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1712,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0378 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583
240605153,01/15/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2110,06,Hollywood,0636,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 0329,41,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1700 N  MCCADDEN                     PL,,34.1016,-118.3374
240904640,01/19/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0145,09,Van Nuys,0911,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 0500,17,F,H,505,MOTEL,,,IC,Invest Cont,810,,,,6900 N  SEPULVEDA                    BL,,34.1938,-118.4702
240704727,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2133,07,Wilshire,0722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,417,THE BEVERLY CONNECTION,,,IC,Invest Cont,442,,,,8400    BEVERLY                      BL,,34.0761,-118.3732
240704723,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1945,07,Wilshire,0724,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822,0,X,X,415,THE GROVE,,,IC,Invest Cont,343,,,,100    THE GROVE                    DR,,34.0736,-118.3563
240604583,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2155,06,Hollywood,0644,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0400 0443,36,M,O,210,RESTAURANT/FAST FOOD,511,VERBAL THREAT,IC,Invest Cont,930,,,,7300 W  SUNSET                       BL,,34.098,-118.3492
240204600,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0340,02,Rampart,0218,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600    LAVETA                       TR,,34.0693,-118.2583
240904424,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1930,09,Van Nuys,0966,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,13600    ADDISON                      ST,,34.1612,-118.4291
241704623,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1130,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583
240904393,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0641,09,Van Nuys,0909,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,7200    WOODMAN                      AV,,34.2012,-118.4312
240204669,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2230,02,Rampart,0246,2,888,TRESPASSING,0910 1822 2052 1501,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
240904449,01/15/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1613,09,Van Nuys,0943,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0906 0421 0432 1822,33,M,B,104,DRIVEWAY,511,VERBAL THREAT,AA,Adult Arrest,930,,,,14200    COLLINS                      ST,,34.1739,-118.4422
240704524,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2100,07,Wilshire,0719,1,310,BURGLARY,1609 0321 0344 1822,51,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,310,,,,300 N  ARDEN                        BL,,34.0762,-118.326
240904543,01/17/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1340,09,Van Nuys,0904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,19,M,H,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,7900 N  SEPULVEDA                    BL,,34.2141,-118.4662
240204650,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2300,02,Rampart,0292,2,860,BATTERY WITH SEXUAL CONTACT,1822 0400 0509 0345,24,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,WASHINGTON,HOOVER,34.0399,-118.2841
241704537,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1200,17,Devonshire,1787,2,624,BATTERY - SIMPLE ASSAULT,1817 0416 0913,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,9500    ZELZAH                       AV,,34.2432,-118.5232
241705088,01/27/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2040,17,Devonshire,1701,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1814 2000 0913,40,F,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,20300    SORRENTO                     LN,,34.2776,-118.5778
240904491,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2045,09,Van Nuys,0911,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,25,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,6900 N  SEPULVEDA                    BL,,34.1938,-118.4702
240904456,01/15/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1939,09,Van Nuys,0941,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,5700 N  SEPULVEDA                    BL,,34.174,-118.4661
240704675,01/17/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1500,07,Wilshire,0711,1,310,BURGLARY,0329 1609 0321,40,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,400 N  CRESCENT HEIGHTS             BL,,34.0782,-118.3659
240605468,01/29/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0100,06,Hollywood,0627,2,763,STALKING,0347 0913 1300 2000,35,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,763,998,,,VASANTA,WINANS,34.113,-118.3238
240904471,01/15/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2130,09,Van Nuys,0952,1,310,BURGLARY,0344 0358 2004,44,F,B,505,MOTEL,,,IC,Invest Cont,310,,,,5500 N  SEPULVEDA                    BL,,34.1703,-118.4662
241704579,01/15/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2230,17,Devonshire,1764,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9400    SHIRLEY                      AV,,34.2408,-118.558
240900528,01/15/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1330,09,Van Nuys,0909,2,888,TRESPASSING,1402 1501,0,X,X,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,888,998,,,13600    SHERMAN                      WY,,34.205,-118.4339
240605116,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2030,06,Hollywood,0636,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,47,M,K,108,PARKING LOT,,,IC,Invest Cont,341,,,,1700 N  CAHUENGA                     BL,,34.1016,-118.3295
241704520,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1547,17,Devonshire,1701,1,210,ROBBERY,1300 2024 1822 0325 0945 0444,0,X,X,404,DEPARTMENT STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,19800    RINALDI                      ST,,34.275,-118.5657
240704721,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1248,07,Wilshire,0737,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,5200    WILSHIRE                     BL,,34.0622,-118.3429
240704588,01/15/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2000,07,Wilshire,0765,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4800    DOCKWEILER                   ST,,34.0513,-118.3398
240904437,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0227,09,Van Nuys,0966,1,310,BURGLARY,0358 1607 1609 0321 1414 1420 0344,0,X,X,403,DRUG STORE,,,IC,Invest Cont,310,,,,13300    RIVERSIDE                    DR,,34.1576,-118.4225
240904667,01/20/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1402,09,Van Nuys,0941,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,42,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,440,,,,14800    BURBANK                      BL,,34.1766,-118.4589
240704519,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1200,07,Wilshire,0738,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913,49,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,901,,,,500 S  HUDSON                       AV,,34.0655,-118.3326
240904421,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2145,09,Van Nuys,0964,1,210,ROBBERY,0334 1822 1252 0344 0449,46,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,13700    RIVERSIDE                    DR,,34.1576,-118.4312
241704625,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1730,17,Devonshire,1782,1,330,BURGLARY FROM VEHICLE,0344 1609,58,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,8800    CORBIN                       AV,,34.2302,-118.5623
240704544,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2300,07,Wilshire,0759,2,624,BATTERY - SIMPLE ASSAULT,0408 0448 0913 1019 1820 2002,24,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4000 W  PICO                         BL,,34.0495,-118.3215
240704613,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1505,07,Wilshire,0724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,442,,,,100    THE GROVE                    DR,,34.0736,-118.3563
240605108,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0620,06,Hollywood,0645,1,330,BURGLARY FROM VEHICLE,1300 1822 1307 0344 0329,55,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1700    EL CERRITO                   PL,,34.1015,-118.3447
240600544,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1725,06,Hollywood,0645,2,888,TRESPASSING,1402,0,X,X,101,STREET,,,IC,Invest Cont,888,,,,HOLLYWOOD,HIGHLAND,34.1016,-118.3387
240704522,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1345,07,Wilshire,0743,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5700 W  OLYMPIC                      BL,,34.0574,-118.3536
240904413,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2000,09,Van Nuys,0955,1,510,VEHICLE - STOLEN,,0,,,208,AUTO SALES LOT,,,IC,Invest Cont,510,,,,5400    VAN NUYS                     BL,,34.1668,-118.4445
240204643,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1020,02,Rampart,0291,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0385 0104 0342 1822,0,M,W,401,MINI-MART,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,440,,,,1200 W  WASHINGTON                   BL,,34.0444,-118.2827
240606394,02/20/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1230,06,Hollywood,0636,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1501 1822 0344,22,F,B,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,341,,,,1700 N  HUDSON                       AV,,34.1016,-118.3321
240604581,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0325,06,Hollywood,0615,1,310,BURGLARY,1822 1607 0344,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,3200    BARHAM                       BL,,34.1332,-118.3439
241705571,02/07/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2340,17,Devonshire,1752,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1802 1906 0913,28,F,H,750,CYBERSPACE,,,IC,Invest Cont,956,,,,DEVONSHIRE,CANOGA,34.2572,-118.5973
240704541,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2210,07,Wilshire,0719,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0601 0355 1822 0443,22,M,O,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,930,,,,600 N  ROSSMORE                     AV,,34.0817,-118.3272
240604656,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0815,06,Hollywood,0636,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 0913 2000 1813 0444,46,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,6400    YUCCA                        ST,,34.1039,-118.3297
241704538,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1700,17,Devonshire,1766,2,624,BATTERY - SIMPLE ASSAULT,1822 2024 0416,57,F,H,514,GROUP HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624,,,,9600    WILBUR                       AV,,34.2448,-118.5448
240204698,01/15/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0900,02,Rampart,0257,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6TH                          ST,VALENCIA                     ST,34.0563,-118.2673
240204727,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1531,02,Rampart,0204,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822,35,F,A,104,DRIVEWAY,,,IC,Invest Cont,440,,,,700    MICHELTORENA                 ST,,34.0857,-118.2812
240704728,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2134,07,Wilshire,0722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,417,THE BEVERLY CONNECTION,,,IC,Invest Cont,442,,,,8400    BEVERLY                      BL,,34.0761,-118.3732
240204691,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2245,02,Rampart,0246,2,888,TRESPASSING,1822 1501 2004,0,X,X,109,PARK/PLAYGROUND,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
240900523,01/14/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1855,09,Van Nuys,0923,1,761,BRANDISH WEAPON,1822 2004 1266 0421 0334 0443 1402,52,M,H,402,MARKET,207,OTHER KNIFE,AA,Adult Arrest,761,930,998,,6600    VAN NUYS                     BL,,34.1907,-118.4487
240904392,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,0030,09,Van Nuys,0911,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,38,M,O,401,MINI-MART,,,AA,Adult Arrest,442,,,,VANOWEN                      ST,SEPULVEDA                    BL,34.1939,-118.4662
