"county_name","year","state","party","candidate","candidatevotes","party_percentage"
"HARRISON",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",32256,61.3045461456591
"HINDS",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",46789,53.3086476016862
"HOLMES",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",5447,73.3899218539477
"HUMPHREYS",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",2288,58.0121703853955
"ISSAQUENA",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",555,58.9798087141339
"ITAWAMBA",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",5424,63.3348902382064
"JACKSON",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",30068,66.6592768306471
"JASPER",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",3294,51.0935318752908
"JEFFERSON",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",2786,81.7488262910798
"JEFFERSON DAVIS",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",2835,53.3195410946022
"JONES",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",16341,67.1364009860312
"KEMPER",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",2311,54.2360948134241
"LAFAYETTE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",7081,55.8526581479729
"LAMAR",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",12795,77.0690278279725
"LAUDERDALE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",17315,66.6730843280709
"LAWRENCE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",3674,55.7765295278579
"LEAKE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",4114,59.1772151898734
"LEE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",15551,61.9709890810552
"LEFLORE",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",6401,56.7665838949982
"LINCOLN",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",8540,65.6923076923077
"LOWNDES",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",11404,59.3031721268851
"MADISON",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",19109,63.9974547037744
"MARION",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",6796,61.793053282415
"MARSHALL",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",7735,61.4278907242694
"MONROE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",7397,55.3667664670659
"MONTGOMERY",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",2630,54.2379872138585
"NESHOBA",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",6409,70.6926979924994
"NEWTON",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",5540,71.5947273197209
"NOXUBEE",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",3383,68.2882519176423
"OKTIBBEHA",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",7959,53.7624966225344
"PANOLA",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",5880,51.6287645974186
"PEARL RIVER",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",11575,70.2494386113977
"PERRY",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",3026,69.4195916494609
"PIKE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",7464,52.6895383312156
"PONTOTOC",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",6601,69.4111461619348
"PRENTISS",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",5101,60.1391181325159
"QUITMAN",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",2103,61.617345443891
"RANKIN",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",32983,79.6017859297695
"SCOTT",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",5601,60.8407560286769
"SHARKEY",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",1706,58.7667929727868
"SIMPSON",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",6254,65.3227491121788
"SMITH",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",4838,74.1115196078431
"STONE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",3702,67.0287887017925
"SUNFLOWER",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",4981,59.1919191919192
"TALLAHATCHIE",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",3041,55.0606554408836
"TATE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",5148,59.2200621189463
"TIPPAH",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",5381,64.0366535761038
"TISHOMINGO",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",4122,58.9530892448513
"TUNICA",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",1539,65.0464919695689
"UNION",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",6087,65.3742884759961
"WALTHALL",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",3476,58.9652247667515
"WARREN",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",10892,58.4868173763626
"WASHINGTON",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",10405,56.7710606721956
"WAYNE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",4635,60.1557430240104
"WEBSTER",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",3069,67.5247524752475
"WILKINSON",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",2551,62.2498779892631
"WINSTON",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",4645,55.5090822179732
"YALOBUSHA",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",2674,51.1476664116297
"YAZOO",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",5254,49.961962723469
"ADAIR",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",6050,57.3351023502654
"ANDREW",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4257,58.5235083860324
"ATCHISON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1798,62.6262626262626
"AUDRAIN",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",5256,52.6389584376565
"BARRY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",7885,63.753234152652
"BARTON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3836,71.4871412597838
"BATES",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4245,54.4789527720739
"BENTON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4218,55.9861959118662
"BOLLINGER",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3487,65.8670192670948
"BOONE",2000,"MISSOURI","DEMOCRAT","AL GORE",28811,48.3333053733497
"BUCHANAN",2000,"MISSOURI","DEMOCRAT","AL GORE",17085,49.164052833012
"BUTLER",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",9111,63.2840175036466
"CALDWELL",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2220,57.6623376623377
"CALLAWAY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",8238,53.8149986934936
"CAMDEN",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",10358,60.5766419088836
"CAPE GIRARDEAU",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",19832,66.4188351920694
"CARROLL",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2880,62.8683693516699
"CARTER",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1730,61.6096866096866
"CASS",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",20113,56.0734896428671
"CEDAR",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3530,62.3344517040438
"CHARITON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2300,55.3683196918633
"CHRISTIAN",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",14824,63.8195281556742
"CLARK",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1899,49.9473961073119
"CLAY",2000,"MISSOURI","DEMOCRAT","AL GORE",39084,48.7495790353361
"CLINTON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4323,50.6740124252725
"COLE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",20167,61.5316552250191
"COOPER",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4072,59.9705449189985
"CRAWFORD",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4754,57.2633100457721
"DADE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2468,65.7782515991471
"DALLAS",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3723,59.8649300530632
"DAVIESS",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2011,57.5558099599313
"DEKALB",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2363,58.3600889108422
"DENT",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3996,66.7334669338677
"DOUGLAS",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3599,68.1499715962886
"DUNKLIN",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",5426,51.5534441805226
"FRANKLIN",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",21863,55.7814971679339
"GASCONADE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4190,63.2071202292955
"GENTRY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1771,57.037037037037
"GREENE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",59178,57.4956765054505
"GRUNDY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2976,63.2115548003398
"HARRISON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2552,63.9438737158607
"HENRY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",5120,52.3624463080385
"HICKORY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2172,51.2505899008966
"HOLT",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1738,65.2892561983471
"HOWARD",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2414,53.5017730496454
"HOWELL",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",9018,64.0710479573712
"IRON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2237,50.6796556411418
"JACKSON",2000,"MISSOURI","DEMOCRAT","AL GORE",160419,58.9641331755262
"JASPER",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",24899,66.4309917024626
"JEFFERSON",2000,"MISSOURI","DEMOCRAT","AL GORE",38616,50.018133775452
"JOHNSON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",9339,55.6323345445881
"KNOX",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1226,59.6593673965937
"LACLEDE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",8556,65.5833205580254
"LAFAYETTE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",7849,54.0564738292011
"LAWRENCE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",8305,64.3648763853367
"LEWIS",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2388,53.2560214094558
"LINCOLN",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",8549,53.723370828882
"LINN",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3246,54.0099833610649
"LIVINGSTON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3709,59.0981516889739
"MCDONALD",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4460,68.3106141828764
"MACON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4232,58.9825783972125
"MADISON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2460,56.2542876743654
"MARIES",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2216,57.4987026466009
"MARION",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",6550,55.9255464480874
"MERCER",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1250,67.8610206297503
"MILLER",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",5945,63.5421120136811
"MISSISSIPPI",2000,"MISSOURI","DEMOCRAT","AL GORE",2756,52.8475551294343
"MONITEAU",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3764,62.0610057708162
"MONROE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2175,53.1265266243283
"MONTGOMERY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3106,58.5706204035452
"MORGAN",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4460,56.5918030706763
"NEW MADRID",2000,"MISSOURI","DEMOCRAT","AL GORE",3738,51.4450867052023
"NEWTON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",14232,67.2526226254607
"NODAWAY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",5161,57.0339264007073
"OREGON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2521,59.5558705409875
"OSAGE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4154,67.2385885399806
"OZARK",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2663,62.0456663560112
"PEMISCOT",2000,"MISSOURI","DEMOCRAT","AL GORE",3245,53.5478547854785
"PERRY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4667,67.608286252354
"PETTIS",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",9533,60.5077753094256
"PHELPS",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",9444,58.4912671869194
"PIKE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3648,49.6259012379268
"PLATTE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",17785,52.2258765490104
"POLK",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",6430,62.4635710122401
"PULASKI",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",6531,62.0169024783971
"PUTNAM",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1593,68.2519280205656
"RALLS",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2446,53.8529282254513
"RANDOLPH",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4844,52.7324188983235
"RAY",2000,"MISSOURI","DEMOCRAT","AL GORE",4970,50.9900482199651
"REYNOLDS",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1762,56.2759501756627
"RIPLEY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3121,61.6189536031589
"ST. CHARLES",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",72114,56.0387299317719
"ST. CLAIR",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2731,57.6281916016037
"STE. GENEVIEVE",2000,"MISSOURI","DEMOCRAT","AL GORE",3600,49.2408699220353
"ST. FRANCOIS",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",9327,49.5037418396051
"ST. LOUIS COUNTY",2000,"MISSOURI","DEMOCRAT","AL GORE",250631,51.4765323978607
"SALINE",2000,"MISSOURI","DEMOCRAT","AL GORE",4585,49.0112239444148
"SCHUYLER",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1159,57.7766699900299
"SCOTLAND",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1335,61.2666360715925
"SCOTT",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",8999,57.3038716250637
"SHANNON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",2245,59.3758265009257
"SHELBY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1936,59.4412035615597
"STODDARD",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",7727,62.0443231090413
"STONE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",7793,64.1346391243519
"SULLIVAN",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",1877,61.2597911227154
"TANEY",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",9647,63.8366860772896
"TEXAS",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",6136,61.7801047120419
"VERNON",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",4985,59.2887725975262
"WARREN",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",5979,55.6703910614525
"WASHINGTON",2000,"MISSOURI","DEMOCRAT","AL GORE",4047,48.9655172413793
"WAYNE",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",3346,57.2161422708618
"WEBSTER",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",7350,61.8686868686869
"WORTH",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",651,56.2176165803109
"WRIGHT",2000,"MISSOURI","REPUBLICAN","GEORGE W. BUSH",5391,68.7539854610381
"ST. LOUIS CITY",2000,"MISSOURI","DEMOCRAT","AL GORE",96557,77.3991599333077
"BEAVERHEAD",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",3113,74.1897044804576
"BIG HORN",2000,"MONTANA","DEMOCRAT","AL GORE",2345,56.3566450372507
"BLAINE",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1410,51.1054729974629
"BROADWATER",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1488,71.7454194792671
"CARBON",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",3008,62.8106076425141
"CARTER",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",573,88.8372093023256
"CASCADE",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",18164,54.5187141699433
"CHOUTEAU",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",2039,70.6759098786828
"CUSTER",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",3156,64.3425076452599
"DANIELS",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",750,67.5675675675676
"DAWSON",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",2723,63.7555607586045
"DEER LODGE",2000,"MONTANA","DEMOCRAT","AL GORE",2672,58.932509925011
"FALLON",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1061,77.5018261504748
"FERGUS",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",4353,72.6226226226226
"FLATHEAD",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",22519,66.5474748071751
"GALLATIN",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",18833,58.7796504369538
"GARFIELD",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",651,87.5
"GLACIER",2000,"MONTANA","DEMOCRAT","AL GORE",2211,53.6129970902037
"GOLDEN VALLEY",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",405,76.271186440678
"GRANITE",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1181,74.2767295597484
"HILL",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",3392,51.7230863068009
"JEFFERSON",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",3308,64.0712763896959
"JUDITH BASIN",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1057,75.8249641319943
"LAKE",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",6441,56.2631027253669
"LEWIS AND CLARK",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",15091,55.3412299680956
"LIBERTY",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",752,72.0306513409962
"LINCOLN",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",5578,71.0935508539383
"MCCONE",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",827,72.4168126094571
"MADISON",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",2656,72.6477024070022
"MEAGHER",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",698,74.6524064171123
"MINERAL",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1078,65.7718120805369
"MISSOULA",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",21474,46.1052902782549
"MUSSELSHELL",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1582,71.6810149524241
"PARK",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",4523,61.0721036997029
"PETROLEUM",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",254,83.0065359477124
"PHILLIPS",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1727,77.5134649910233
"PONDERA",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1948,67.2651933701657
"POWDER RIVER",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",860,85.3174603174603
"POWELL",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1971,69.5974576271186
"PRAIRIE",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",541,72.5201072386059
"RAVALLI",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",11241,65.2105812739297
"RICHLAND",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",2858,70.8653607736177
"ROOSEVELT",2000,"MONTANA","DEMOCRAT","AL GORE",2059,53.9994754786258
"ROSEBUD",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1826,53.3450189891908
"SANDERS",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",3144,66.5960601567464
"SHERIDAN",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1176,59.8473282442748
"SILVER BOW",2000,"MONTANA","DEMOCRAT","AL GORE",8967,53.6849667724361
"STILLWATER",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",2765,70.5717202654416
"SWEET GRASS",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1450,78.5482123510292
"TETON",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",2294,69.2214846107423
"TOOLE",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",1639,68.9234650967199
"TREASURE",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",344,71.8162839248434
"VALLEY",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",2500,63.0835225839011
"WHEATLAND",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",708,70.8708708708709
"WIBAUX",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",369,71.2355212355212
"YELLOWSTONE",2000,"MONTANA","REPUBLICAN","GEORGE W. BUSH",33922,58.9958086227587
"ADAMS",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",8162,65.6214825534652
"ANTELOPE",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",2562,76.0688836104513
"ARTHUR",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",235,86.3970588235294
"BANNER",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",390,84.4155844155844
"BLAINE",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",299,85.6733524355301
"BOONE",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",2196,76.7295597484277
"BOX BUTTE",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",3208,63.0379249361368
"BOYD",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",931,74.9597423510467
"BROWN",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",1375,81.6508313539192
"BUFFALO",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",11931,72.4804082376526
"BURT",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",2056,60.6132075471698
"BUTLER",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",2638,68.9132706374086
"CASS",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",6144,59.7665369649805
"CEDAR",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",2989,70.016397282736
"CHASE",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",1505,80.2666666666667
"CHERRY",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",2322,81.5595363540569
"CHEYENNE",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",3207,76.6125179168657
"CLAY",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",2326,72.348367029549
"COLFAX",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",2338,70.5279034690799
"CUMING",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",3232,76.6785290628707
"CUSTER",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",4245,78.4078315478389
"DAKOTA",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",3119,51.4601550899192
"DAWES",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",2549,70.3949185307926
"DAWSON",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",5511,73.4114826162249
"DEUEL",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",783,75.7986447241045
"DIXON",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",1834,65.6876790830946
"DODGE",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",8871,61.2976782752902
"DOUGLAS",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",101025,55.1578981851536
"DUNDY",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",801,79.2284866468843
"FILLMORE",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",2024,67.5116744496331
"FRANKLIN",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",1196,71.7026378896882
"FRONTIER",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",1102,79.1098348887294
"FURNAS",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",1849,76.0592348827643
"GAGE",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",5538,58.2579423521986
"GARDEN",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",963,78.9991796554553
"GARFIELD",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",718,74.5586708203531
"GOSPER",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",757,74.65483234714
"GRANT",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",324,84.1558441558442
"GREELEY",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",839,64.0458015267176
"HALL",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",11803,63.6417556346382
"HAMILTON",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",3251,72.3892228902249
"HARLAN",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",1358,73.3261339092873
"HAYES",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",486,85.1138353765324
"HITCHCOCK",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",1126,76.0810810810811
"HOLT",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",3954,79.7338173018754
"HOOKER",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",317,77.5061124694377
"HOWARD",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",1760,62.2568093385214
"JEFFERSON",2000,"NEBRASKA","REPUBLICAN","GEORGE W. BUSH",2351,61.1125552378477
